Roles,Games,# Players,# Minions,% Evil Win,STD-ERROR,ConInt95,Avg Days,Avg Days|Evil Win,Avg Days|Good Win;Roles;Games;# Players;# Minions;% Evil Win;STD-ERROR;ConInt95;Avg Days;Avg Days|Evil Win;Avg Days|Good Win
;"Demon;DA;Goblin;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.6859;0.00464;(0.6768, 0.695);4.053;4.25631;3.60904
;"Demon;DA;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5115;0.005;(0.5017, 0.5213);3.2759;3.43656;3.10768
;"Demon;DA;Goblin;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4644;0.00499;(0.45462, 0.47418);3.5963;3.62618;3.57039
;"Demon;DA;Goblin;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.4773;0.00499;(0.46751, 0.48709);4.0854;4.12592;4.0484
;"Demon;DA;Goblin;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.6635;0.00473;(0.65424, 0.67276);3.5922;3.7679;3.24577
;"Demon;DA;Goblin;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.4644;0.00499;(0.45462, 0.47418);3.5963;3.62618;3.57039
;"Demon;Boomdandy;Good;Good;Good;Good;Good";10000;7;1;0.4267;0.00495;(0.41701, 0.43639);2.13;2.3138;1.9932
;"Demon;Boomdandy;Outsider;Good;Good;Good;Good;Good";10000;8;1;0.5022;0.005;(0.4924, 0.512);2.2488;2.50139;1.99397
;"Demon;Boomdandy;Outsider;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.4041;0.00491;(0.39448, 0.41372);2.6563;2.878;2.50596
;"Demon;Boomdandy;Goblin;Good;Good;Good;Good;Good;Good;Good";10000;10;2;0.5861;0.00493;(0.57645, 0.59575);2.3482;2.4088;2.26238
;"Demon;Boomdandy;Goblin;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.61;0.00488;(0.60044, 0.61956);2.5001;2.61836;2.31513
;"Demon;Boomdandy;Goblin;Outsider;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.575;0.00494;(0.56531, 0.58469);2.7792;2.82643;2.71529
;"Demon;Boomdandy;Goblin;Witch;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.6023;0.00489;(0.59271, 0.61189);2.8619;2.98539;2.67488
;"Demon;Boomdandy;Goblin;Witch;Outsider;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.588;0.00492;(0.57835, 0.59765);3.0958;3.18588;2.96723
;"Demon;Boomdandy;PoppyGrower;Good;Good;Good;Good";10000;7;1;0.4472;0.00497;(0.43745, 0.45695);2.1634;2.39356;1.97721
;"Demon;Boomdandy;Outsider;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.4028;0.0049;(0.39319, 0.41241);2.5029;2.67651;2.3858
;"Demon;Boomdandy;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4276;0.00495;(0.4179, 0.4373);2.738;3.03648;2.51502
;"Demon;Boomdandy;Goblin;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;10;2;0.5376;0.00499;(0.52783, 0.54737);2.5232;2.50595;2.54325
;"Demon;Boomdandy;Goblin;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5432;0.00498;(0.53344, 0.55296);2.7516;2.78406;2.713
;"Demon;Boomdandy;Goblin;Outsider;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.5339;0.00499;(0.52412, 0.54368);2.9649;2.91084;3.02682
;"Demon;Boomdandy;Goblin;Witch;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;13;3;0.5372;0.00499;(0.52743, 0.54697);3.1468;3.16809;3.12208
;"Demon;Boomdandy;Goblin;Witch;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5205;0.005;(0.51071, 0.53029);3.3562;3.30125;3.41585
;"Demon;Boomdandy;Klutz;Good;Good;Good;Good;Good";10000;8;1;0.5022;0.005;(0.4924, 0.512);2.2488;2.50139;1.99397
;"Demon;Boomdandy;Klutz;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.4041;0.00491;(0.39448, 0.41372);2.6563;2.878;2.50596
;"Demon;Boomdandy;Goblin;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.61;0.00488;(0.60044, 0.61956);2.5001;2.61836;2.31513
;"Demon;Boomdandy;Goblin;Klutz;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.575;0.00494;(0.56531, 0.58469);2.7792;2.82643;2.71529
;"Demon;Boomdandy;Goblin;Witch;Klutz;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.588;0.00492;(0.57835, 0.59765);3.0958;3.18588;2.96723
;"Demon;Boomdandy;Klutz;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.4028;0.0049;(0.39319, 0.41241);2.5029;2.67651;2.3858
;"Demon;Boomdandy;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4276;0.00495;(0.4179, 0.4373);2.738;3.03648;2.51502
;"Demon;Boomdandy;Goblin;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5432;0.00498;(0.53344, 0.55296);2.7516;2.78406;2.713
;"Demon;Boomdandy;Goblin;Klutz;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.5339;0.00499;(0.52412, 0.54368);2.9649;2.91084;3.02682
;"Demon;Boomdandy;Goblin;Witch;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5205;0.005;(0.51071, 0.53029);3.3562;3.30125;3.41585
;"Demon;Boomdandy;Saint;Good;Good;Good;Good;Good";10000;8;1;0.5022;0.005;(0.4924, 0.512);2.2488;2.50139;1.99397
;"Demon;Boomdandy;Saint;Outsider;Good;Good;Good;Good;Good";10000;9;1;0.4041;0.00491;(0.39448, 0.41372);2.6563;2.878;2.50596
;"Demon;Boomdandy;Goblin;Saint;Good;Good;Good;Good;Good;Good;Good";10000;11;2;0.61;0.00488;(0.60044, 0.61956);2.5001;2.61836;2.31513
;"Demon;Boomdandy;Goblin;Saint;Outsider;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.575;0.00494;(0.56531, 0.58469);2.7792;2.82643;2.71529
;"Demon;Boomdandy;Goblin;Witch;Saint;Good;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.588;0.00492;(0.57835, 0.59765);3.0958;3.18588;2.96723
;"Demon;Boomdandy;Saint;PoppyGrower;Good;Good;Good;Good";10000;8;1;0.4028;0.0049;(0.39319, 0.41241);2.5029;2.67651;2.3858
;"Demon;Boomdandy;Saint;Outsider;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4276;0.00495;(0.4179, 0.4373);2.738;3.03648;2.51502
;"Demon;Boomdandy;Goblin;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;11;2;0.5432;0.00498;(0.53344, 0.55296);2.7516;2.78406;2.713
;"Demon;Boomdandy;Goblin;Saint;Outsider;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.5339;0.00499;(0.52412, 0.54368);2.9649;2.91084;3.02682
;"Demon;Boomdandy;Goblin;Witch;Saint;PoppyGrower;Good;Good;Good;Good;Good;Good;Good;Good";10000;14;3;0.5205;0.005;(0.51071, 0.53029);3.3562;3.30125;3.41585
;"Demon;Boomdandy;Saint;Klutz;Good;Good;Good;Good;Good";10000;9;1;0.4041;0.00491;(0.39448, 0.41372);2.6563;2.878;2.50596
;"Demon;Boomdandy;Goblin;Saint;Klutz;Good;Good;Good;Good;Good;Good;Good";10000;12;2;0.575;0.00494;(0.56531, 0.58469);2.7792;2.82643;2.71529
;"Demon;Boomdandy;Saint;Klutz;PoppyGrower;Good;Good;Good;Good";10000;9;1;0.4276;0.00495;(0.4179, 0.4373);2.738;3.03648;2.51502
;"Demon;Boomdandy;Goblin;Saint;Klutz;PoppyGrower;Good;Good;Good;Good;Good;Good";10000;12;2;0.5339;0.00499;(0.52412, 0.54368);2.9649;2.91084;3.02682
